NBa7we src;Nama;hCCjke src 3;hCCjke src 4;hCCjke src 5;Waktu;Ulasan
https://lh3.googleusercontent.com/a-/AD_cMMSP0f1xse_YsYPjjhkxBEZHidpCuVPs0GpZYAfZGyftdw=w32-h32-p-rp-mo-ba4-br100;Atik Darmawati;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;setahun lalu;Beli belimbing disini, seneng. Buahnya segar2
https://lh3.googleusercontent.com/a-/AD_cMMRFoBW42JtPz9HBDjIgI7akcqlj251NVhe8qgtHIaaBSCM=w32-h32-p-rp-mo-br100;Tyas Utami;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;setahun lalu;cmk dingin saja
https://lh3.googleusercontent.com/a/AAcHTtcBTZAhvVt4WxPtvquueXn8Lk7DbTvZBq0eaEQghFtU=w32-h32-p-rp-mo-br100;Singgih Marwanto;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;setahun lalu;Sayangnya,Limbah sampah plastik dibuang dipinggir sungai bengawan solo, membuat pemandangan tdk nyaman
https://lh3.googleusercontent.com/a/AAcHTtfoe9Lwe506nbLWgjqAW646sB3DKfihZUQbq80mzI5D=w32-h32-p-rp-mo-ba3-br100;Ska Nababa;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;setahun lalu;
https://lh3.googleusercontent.com/a-/AD_cMMTgmmw7eYLO4-nhj1mcztp4mWcfZ62mbizSwn7_8qNuBms=w32-h32-p-rp-mo-br100;Ade Aman;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;setahun lalu;
https://lh3.googleusercontent.com/a-/AD_cMMTgcxx4Sk9NysngQ56v41yrgByzFK6iY_avEGiDvLaHmg=w32-h32-p-rp-mo-br100;Dimas Permana;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;setahun lalu;
https://lh3.googleusercontent.com/a/AAcHTtdsZFs4tVt5kX3gNnSdap7zG1rNlcD2fKn9D3XJTZSW=w32-h32-p-rp-mo-ba3-br100;Indah Sugiarto;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;setahun lalu;Tempat bagus dan nyaman
https://lh3.googleusercontent.com/a/AAcHTtdyttw10un7qVqpXt4EMEzjHi9rld0B2jMJS229zagT=w32-h32-p-rp-mo-br100;Andi Hidayat;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;setahun lalu;Lokasi tidak jauh dari bendungan gerak BOJONEGORO
https://lh3.googleusercontent.com/a/AAcHTtfea6TcbvRsojg2Azwoeiq4T7kBiVTSy9AByXeriRLK=w32-h32-p-rp-mo-br100;Mu Di;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;setahun lalu;Ingat bagi anda yg mengalami penyakit ambeyen dan wasir segera lah berobat ke pengobatan herbal bogo Nganjuk yg mengobati tanpa operasi dan injeksi.wa 081391911314
https://lh3.googleusercontent.com/a/AAcHTtencKnLQHC_Wl_qFeqhGxjdH3-r82y1ZvNnWuYB4vTN=w32-h32-p-rp-mo-br100;Karsito 1237;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;setahun lalu;"Tempatnya strategis kebun buah blimbing & jambu kristal, berlokasi di pinggiran Bengawan solo di wilayah barat kota Bojonegoro
Ada juga tempat ngopi & nyantai bersama teman atau keluarga, itung-itung ?"
https://lh3.googleusercontent.com/a-/AD_cMMRDStJ8tOKto7AtB__bgDwiX8kaK2HxVYLvL3rcg9WiW4I=w32-h32-p-rp-mo-ba5-br100;Heru Sugiarto;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;setahun lalu;Biaya tiket masuknya Rp 2000, Parkirannya bayar Rp 3000.
https://lh3.googleusercontent.com/a-/AD_cMMTELco0GUnOjiBc64kh3wE-bugVnDlKSbvE828T8P_WZ5M=w32-h32-p-rp-mo-ba6-br100;Any Andayani;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;setahun lalu;"Tempatnya sejuk ,cuma kurang perawatan
Toiletnya kurang bersih ,sampah nya dmn2 krn minimnya bak sampah"
https://lh3.googleusercontent.com/a/AAcHTte7yHisBWpJboXjfkePIzyL7aOCwCBg3m2qnpXgzb9p=w32-h32-p-rp-mo-br100;Nailirrosyada 21;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;setahun lalu;Sangat bagus
https://lh3.googleusercontent.com/a-/AD_cMMRPKoJgDJ1BePMBscHlstb1dWsi-3o6k36d8qyCtVI_fMc=w32-h32-p-rp-mo-br100;Ravi Bakhtiar;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;setahun lalu;
https://lh3.googleusercontent.com/a-/AD_cMMSnfXFKg30EewSNK4j5Ip3f-DTmiJSN-GS6DoY6nVDi7Wo=w32-h32-p-rp-mo-ba4-br100;Risa Suryani;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;setahun lalu;
https://lh3.googleusercontent.com/a-/AD_cMMQVNHmsSkRr_8v6EzvlxZ2ufCp7y31PSpbSKjsAyPI7BNc=w32-h32-p-rp-mo-ba2-br100;Muhamad Yuda Pradana;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;setahun lalu;Kalau kesini ajak anak dan keluarga pasti asik
https://lh3.googleusercontent.com/a-/AD_cMMSxwxjNSnnEvXFDmCeI0BatRnBb2ACYGIHdI9yHbf6uLA=w32-h32-p-rp-mo-br100;Anto raider;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;setahun lalu;Dolan.
https://lh3.googleusercontent.com/a-/AD_cMMRboxHFOilVwx1tDfvfJ-FxPWgSopizWDS7nyogZ3XRVgAb=w32-h32-p-rp-mo-br100;Wahyudi Wah;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;setahun lalu;
https://lh3.googleusercontent.com/a-/AD_cMMRTZKqHdoAFgtMkE0TENJfGugc3uMlqObygg9fTOT2u6J4=w32-h32-p-rp-mo-ba4-br100;Eko;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;setahun lalu;
https://lh3.googleusercontent.com/a-/AD_cMMRnRY7yhHiSfH27LIAppeRUYGz6PUnVInbu6-twHx3EBA=w32-h32-p-rp-mo-br100;Yadi Suminah;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;2 tahun lalu;
https://lh3.googleusercontent.com/a-/AD_cMMRD15rAPBZwjLfs_0c-_FqG_nsxBSlo3Vtt4G0zVfEFBhDL=w32-h32-p-rp-mo-br100;Oreoenaklo;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;2 tahun lalu;
https://lh3.googleusercontent.com/a-/AD_cMMQhZFKYhHQU9zdm_a9u-2jtpL-5bIsk8lBJ3DSnXin-kQg=w32-h32-p-rp-mo-ba2-br100;maz tarom;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;2 tahun lalu;Tempat wisata alami .tinggal petik blimbing langsung kekebun.tempat rami indah.?????? ?
https://lh3.googleusercontent.com/a/AAcHTtc4x5NoSRUvNyFEDuFO5jleO44RDqSbKaBOqCZuGZVC=w32-h32-p-rp-mo-br100;Selebeww Beww;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;2 tahun lalu;
https://lh3.googleusercontent.com/a-/AD_cMMTaapY3e0CZPl-EMCCV0-f9ZcpveVvYcQG2mGrH9gh1SsQ=w32-h32-p-rp-mo-br100;Matul Nikmatul;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;2 tahun lalu;
https://lh3.googleusercontent.com/a-/AD_cMMQq9_dzDc8qJCLXgjuu5D6dnNJmPpVHJZbSAwccGhXp9Q=w32-h32-p-rp-mo-br100;audra muhtian;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;2 tahun lalu;Sangat menyenangkan
https://lh3.googleusercontent.com/a-/AD_cMMTCknw0xvZiIVUIFv9lm9km81uZV8fa3H_3NFrxG9YGdw=w32-h32-p-rp-mo-ba3-br100;totok haryo subroto;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;2 tahun lalu;Sayang ,kebersihan area kurang terjaga,sampah kering/plastik/bekas pengunjung seharusnya bisa dikelola .Trus untuk jalan setapak terganggu dengan bersliwerannya sepeda motor petani setempat.Jadinya tidak Nyaman.
https://lh3.googleusercontent.com/a-/AD_cMMSnzQDfn1vTVAfsqVehl6HW9XPDSQJBQAbbxltr9BFOtwM=w32-h32-p-rp-mo-ba3-br100;Ali Makrus;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;2 tahun lalu;Agrowisata Kebun Blimbing Ngringinrejo Bojonegoro, luar biasa buah blimbingnya. Ada jambu kristal juga... Setiap tahun saya berkunjung ke sini.
https://lh3.googleusercontent.com/a-/AD_cMMTXmmYBRLci5j4ZNVA91awXls4_ekHP-u9rXPCcTnO55A=w32-h32-p-rp-mo-ba5-br100;Ony Sumarwoto;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;2 tahun lalu;Bagus bisa petik sendiri di kebun
https://lh3.googleusercontent.com/a/AAcHTtf43h4m3KkDw2SbRBg_0GFOrggPqCk7-6Lri9fgzY_R=w32-h32-p-rp-mo-br100;Intan Anugrah berjaya;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;2 tahun lalu;Semua keperluan rumah tangga dan laundry tersedia lengkap
https://lh3.googleusercontent.com/a/AAcHTtfOnZdHqlKP68U_NZQwMFCBoSxqRC6D1Nxfx7Qi3cjT3w=w32-h32-p-rp-mo-br100;Delly Ridha Robi;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;2 tahun lalu;
https://lh3.googleusercontent.com/a-/AD_cMMSATnl7-AOC9k8L56bTU7FuPEnqs_-_-ROuK6L0SKytrRs=w32-h32-p-rp-mo-ba3-br100;BA Enterprise;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;2 tahun lalu;Syahdu
https://lh3.googleusercontent.com/a/AAcHTtcamO5RpOZ8JLel1x1RwIjhbqHEiCzX-F5_-o-PWDM9=w32-h32-p-rp-mo-br100;Brahmana Cepu;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;2 tahun lalu;Tempat nya bagus dan rapi dan buah nya bagus_?-bagus
https://lh3.googleusercontent.com/a-/AD_cMMQB6SKP0WGksA8ksvcWkm4XA6bbR7m0H5-1ADziL0J9TRY3=w32-h32-p-rp-mo-ba4-br100;subi anto;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;2 tahun lalu;Mohon selalu berinovasi biar Bojonegoro tambah matoh..
https://lh3.googleusercontent.com/a-/AD_cMMSEdIVe1bQNfI1LSjG8_RosBMcw2I6WAQ77Ht03mLhrcQ=w32-h32-p-rp-mo-br100;Kinanthi Rahmadani;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;2 tahun lalu;
https://lh3.googleusercontent.com/a-/AD_cMMSE2AJ71V33GbunQWhf_s1rqIcAn0UEHy0GBvW0eeqzHkM=w32-h32-p-rp-mo-ba4-br100;Eka Widiyanto;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;2 tahun lalu;Cantik, ker ?
https://lh3.googleusercontent.com/a-/AD_cMMS6x0j-oyFk_PxoK2aigVTn2eB4hrt8ST7lDrukgHjQ2p8=w32-h32-p-rp-mo-ba2-br100;Ananto Kuncoro Hadi;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;2 tahun lalu;Tempatnya luas dan nyaman bisa memetik buahnya sendiri
https://lh3.googleusercontent.com/a-/AD_cMMRxkSptsvAfN0A7dOdTZJee8K9-6KSeInBiJWnuw6lqL-4=w32-h32-p-rp-mo-ba3-br100;ajuzt MotoVLogRBg;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;2 tahun lalu;mantap.. sayang waktu pandemi sepi.. semoga panndemi segera berlalu
https://lh3.googleusercontent.com/a-/AD_cMMQ3ASl6kEWgk7SK9Ea2JVzgZZ_z4oY2TTXbIcYBiHJtABIX=w32-h32-p-rp-mo-ba3-br100;andyy Chanel oficial;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;2 tahun lalu;Tempatnya oke, sejuk dingin, cocok buat acara kebersamaan
https://lh3.googleusercontent.com/a-/AD_cMMQTsCfNe4Fw1jGLGHy6D4BEWFwucrZTrtLchdcG6N-pjQ=w32-h32-p-rp-mo-ba3-br100;KANGTARJO SENDANGREJO;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;2 tahun lalu;
https://lh3.googleusercontent.com/a-/AD_cMMTru4ywwv0mvD3akzyRQqtIPPeG1OZEePV28PF_Y8NJAA=w32-h32-p-rp-mo-ba2-br100;rasetio putra utama;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;2 tahun lalu;Cuma numpang makan rujak doank ngak ada yang spesial karna ngak bisa metik belimbing sendiri jga
https://lh3.googleusercontent.com/a-/AD_cMMTJ4bMSpLMBgDnMeNszuofdWvR3fWrWH67aVvUXCOOR1vY=w32-h32-p-rp-mo-ba2-br100;Siti Nurlela;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;2 tahun lalu;tempatny cocok untuk berwisata keluarga,sejuk dan selalu ramai
https://lh3.googleusercontent.com/a-/AD_cMMS2b4CJnW7qXpmHtSgsnQe2PzRJnwwIojmuIoS-T0kwFRo=w32-h32-p-rp-mo-br100;bertopeng Halilintar;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;2 tahun lalu;Di sana sangat seru bisa jalan jalan dan makan makan juga pokok ya seru deh
https://lh3.googleusercontent.com/a-/AD_cMMRXLOJD0JS-zd__EZMrDk_o6A0aRtgtoUK-Bfd0DgZRqQ=w32-h32-p-rp-mo-br100;7F NISA KAMALIA 23;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;2 tahun lalu;
https://lh3.googleusercontent.com/a-/AD_cMMSqBvxueLIhEEas0uguaqKx1_p2QLirzPVAo_CRg66-tTM=w32-h32-p-rp-mo-ba4-br100;Yesi Yoto;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;2 tahun lalu;Warga masyarakat yg kreatif
https://lh3.googleusercontent.com/a-/AD_cMMQEBilQaGoAgLlXujL_Un1HI1FtWxN107xvn8nVh2GRlaQ=w32-h32-p-rp-mo-ba3-br100;MI WIBI;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;2 tahun lalu;tempat asik buat jalan-jalan menikmati pemandangan kebun belimbing yang luas, meskipun siang hari tetap nggak kepanasan
https://lh3.googleusercontent.com/a/AAcHTteta_n5BTvMJDSvhhvSv1B-x-K7GAgEKwZxMu4WjHPh=w32-h32-p-rp-mo-br100;Dbels Sen;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;2 tahun lalu;
https://lh3.googleusercontent.com/a-/AD_cMMR3T7JPyXOPFbFgsz-koR34K1LX7OtaijGFhmQ6M5EPw5U=w32-h32-p-rp-mo-br100;KAREK CAE TV;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;2 tahun lalu;
https://lh3.googleusercontent.com/a-/AD_cMMTeMS2CRB8QubeDH2SVAqBUc40bhgYwYImX7eyClQpqfXvB=w32-h32-p-rp-mo-ba4-br100;Amalia Mawarizky;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;2 tahun lalu;
https://lh3.googleusercontent.com/a-/AD_cMMR2CvbCfxPmCrVpuj9oxlssoWti4SvA4YdGvM89cwKzCEKZ=w32-h32-p-rp-mo-br100;Alhaku Jafar;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;2 tahun lalu;Adem buat piknik keluarga dan memetik belimbing
https://lh3.googleusercontent.com/a-/AD_cMMSFjtz6XqzW-yLHOyla-QAzU7tEWhLBd-LD42RNtHvGWHM=w32-h32-p-rp-mo-ba3-br100;Cefi Azmil Halwan;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;2 tahun lalu;Agrowisata Kebun Belimbing, potensi daerah yg perlu dikembangkan lebih jauh
https://lh3.googleusercontent.com/a-/AD_cMMS_uFmT-uFTo8SUX56pR7kbPOG-P1jELk1K34wA88cTZA=w32-h32-p-rp-mo-ba2-br100;Aby Zainal;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;2 tahun lalu;Tempatnya sebenernya enak, tp sayangnya banyak orang dalam/pedagang yang memparkir sepeda motornya disembarang tempat2 spot foto didalam tempat lokasi.
https://lh3.googleusercontent.com/a/AAcHTtcb5nKAbssZk-_evFdhBEVINcHj3eY8NRK8MQt8fzfl=w32-h32-p-rp-mo-br100;Irfan Putra;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;2 tahun lalu;
https://lh3.googleusercontent.com/a-/AD_cMMSFPSyK-ud75W6RWcDkJJK4QVmWPTTh7a1Vvi7dVmkSA0s=w32-h32-p-rp-mo-ba3-br100;Dewi Abidah;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;2 tahun lalu;
https://lh3.googleusercontent.com/a-/AD_cMMRe9Vi0cuw-16At6c-cO6tK3aBbzzIV3Sv8QWx13dCR6VM=w32-h32-p-rp-mo-br100;Pesantren Gunung Jati;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;2 tahun lalu;Tempat yang sangat istimewa untuk keluarga, bersantai santai.....?? ?
https://lh3.googleusercontent.com/a-/AD_cMMSDFQk0kdR4gakpniZs4ekSMJMNTDq72RWLuL4NwFOgqwY=w32-h32-p-rp-mo-ba5-br100;Srie Murf19;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;2 tahun lalu;Keren abis. Destinasi wisata alam di Kalitidu. Cocok untuk kumpul keluarga.
https://lh3.googleusercontent.com/a-/AD_cMMRrGXus2snIjU2OE-xpxU-KTC2Lg3edVor4o-Shlx_vGss=w32-h32-p-rp-mo-ba2-br100;Griya Kuncoro;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;2 tahun lalu;
https://lh3.googleusercontent.com/a-/AD_cMMQnN_U2WfHtqbBt-ga6OYZAkSRozKUXRxldXzTvcEvVsbSH=w32-h32-p-rp-mo-ba2-br100;Ika Faida;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;2 tahun lalu;
https://lh3.googleusercontent.com/a/AAcHTtf4OJxy01mVigs7U-hP_rhcY8lyFhVdaPv8Q23w1uoL=w32-h32-p-rp-mo-ba2-br100;Eko Wahyudi;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;2 tahun lalu;Sangat nyaman
